Sentence,Predicted_Tags
"upon check-in, you are required to bring id card. the required documents can","['B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'I-OCC', 'ENDPAD', 'ENDPAD']"
minimum age policy,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
minimum age to check-in is 18. minor guests must be accompanied by adults upon,"['O', 'O', 'O', 'ENDPAD', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
check-in.,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
**location**,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
hotel ciputra semarang managed by swiss-belhotel international is located in,"['O', 'O', 'I-HOTNAME', 'O', 'O', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'ENDPAD', 'ENDPAD']"
"the hotel has a very good location, also near the achmad yani international","['I-RNAME', 'ENDPAD', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"airport (srg), which is only 5.67 km away.","['O', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"49.22 km, and menara kudus mosque within 49.59 km.","['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
**about hotel ciputra semarang managed by swiss-belhotel international**,"['B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"from business event to corporate gathering, hotel ciputra semarang managed by","['O', 'B-RNAME', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'ENDPAD', 'I-OCC', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'ENDPAD']"
the highest quality service accompanying its extensive facilities will make,"['O', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
you get the ultimate holiday experience.,"['O', 'O', 'O', 'ENDPAD', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
the hotel’s fitness center is a must-try during your stay here.,"['O', 'B-STAR', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'I-OCC', 'I-RONAME', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
get the best deal for finest quality of spa treatment to unwind and rejuvenate,"['B-RNAME', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
yourself.,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"24-hours front desk is available to serve you, from check-in to check-out, or","['O', 'I-RNAME', 'O', 'O', 'O', 'O', 'ENDPAD', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD']"
"any assistance you need. should you desire more, do not hesitate to ask the","['O', 'ENDPAD', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"front desk, we are always ready to accommodate you.","['O', 'B-OCC', 'I-CURR', 'I-RNAME', 'I-RNAME', 'I-OCC', 'I-OCC', 'I-RONAME', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
savor your favorite dishes with special cuisines from hotel ciputra semarang,"['B-STAR', 'B-FPR', 'B-FPR', 'ENDPAD', 'I-OCC', 'I-OCC', 'ENDPAD', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD']"
wifi is available within public areas of the property to help you to stay,"['O', 'O', 'O', 'ENDPAD', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RNAME', 'I-RNAME', 'I-RNAME']"
hotel ciputra semarang managed by swiss-belhotel international is a hotel with,"['O', 'O', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'ENDPAD']"
great comfort and excellent service according to most hotel's guests.,"['O', 'O', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'ENDPAD', 'I-RNAME', 'I-RNAME', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
enjoy luxurious treats and incomparable experience by staying at hotel ciputra,"['O', 'B-OCC', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD']"
facilities,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"ac, restaurant, 24-hour front desk, parking, elevator, wifi","['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
---|---,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
operational hours,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
from 15:00 - before 12:00,"['O', 'ENDPAD', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"simpang lima semarang, lawang sewu, semarang poncol station, semarang tawang","['O', 'O', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'I-OCC', 'ENDPAD', 'ENDPAD', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"yes, some room provide breakfast","['B-STAR', 'I-CURR', 'I-RONAME', 'ENDPAD', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
facilities,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* parking,"['B-STAR', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* elevator,"['B-STAR', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* 24-hour room service,"['B-STAR', 'ENDPAD', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* restaurant,"['B-STAR', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* breakfast restaurant,"['B-OCC', 'I-RONAME', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* dinner restaurant,"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* room service,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* safety deposit box,"['B-STAR', 'I-CURR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* wifi in public area,"['B-STAR', 'I-CURR', 'I-CURR', 'I-CURR', 'I-RONAME', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* bellhop,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* concierge,"['B-STAR', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* front desk,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* 24-hour receptionist,"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* 24-hour security,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* laundry service,"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* luggage storage,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
in-room facilities,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* bathtub,"['B-STAR', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* cable tv,"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* hairdryer,"['B-STAR', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* in-room safe,"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* shower,"['B-STAR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* tv,"['B-STAR', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* atm/banking,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* beauty salon,"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* hair salon,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* shops,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* supermarket,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
general,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* ac,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* banquet,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* non-smoking room,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* smoking area,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* restaurant with ac,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* bar,"['B-STAR', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* breakfast,"['B-OCC', 'I-FPR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
things to do,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* fitness center,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* massage,"['B-STAR', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* spa,"['B-STAR', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
connectivity,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* international_call,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* free wifi,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* valet parking (surcharge),"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
accessibilty,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* disabled access friendly,"['B-STAR', 'I-CURR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* meeting facilities,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
**disclaimer:** it is the hotel's responsibility to ensure that all photos,"['B-STAR', 'B-FPR', 'I-CURR', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
are accurate. traveloka will not be held responsible for any photo,"['O', 'B-STAR', 'I-CURR', 'I-CURR', 'I-RONAME', 'I-RONAME', 'I-RONAME', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
inaccuracies.,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
see other 756 hotels in semarang,"['O', 'O', 'O', 'ENDPAD', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
## most commonly asked questions about hotel ciputra semarang managed by,"['B-STAR', 'B-FPR', 'ENDPAD', 'I-OCC', 'ENDPAD', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### what are available facilities at hotel ciputra semarang managed by swiss-,"['B-OCC', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RONAME', 'I-RONAME', 'ENDPAD']"
belhotel international ?,"['B-STAR', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
there are top facilites at hotel ciputra semarang managed by swiss-belhotel,"['B-HOTNAME', 'B-HOTNAME', 'I-HOTNAME', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RNAME', 'ENDPAD']"
wifi. (some may require extra charges),"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### how much does it cost to stay at hotel ciputra semarang managed by swiss-,"['B-OCC', 'B-OCC', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RONAME', 'ENDPAD']"
belhotel international ?,"['B-STAR', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
the cheapest room price at hotel ciputra semarang managed by swiss-belhotel,"['B-HOTNAME', 'B-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'O', 'ENDPAD']"
international is around rp 905.000. visit our promo hotel page to get discount,"['I-RACAT', 'I-RACAT', 'I-RACAT', 'I-RNAME', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RNAME', 'ENDPAD', 'I-RONAME', 'I-RONAME', 'I-RONAME']"
voucher!,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### what is normal check-in & check-out time at hotel ciputra semarang managed,"['B-STAR', 'I-NIGHTS', 'I-OCC', 'I-HOTNAME', 'I-HOTNAME', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RNAME', 'I-RNAME', 'I-RNAME']"
the standard check-in time at hotel ciputra semarang managed by swiss-belhotel,"['B-HOTNAME', 'B-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'ENDPAD']"
international is starting from from 15:00 while the latest check-out time is,"['O', 'O', 'O', 'O', 'O', 'ENDPAD', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### does hotel ciputra semarang managed by swiss-belhotel international,"['B-OCC', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RONAME', 'I-RONAME', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
provide breakfast?,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"yes, hotel ciputra semarang managed by swiss-belhotel international provides","['B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'I-RONAME', 'I-RONAME', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"breakfast. however, you need to choose a room with breakfast or pay extra","['B-STAR', 'I-NIGHTS', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RONAME', 'I-RONAME']"
charge if you book a room without breakfast.,"['B-RNAME', 'I-RACAT', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### what types of rooms are available at hotel ciputra semarang managed by,"['B-OCC', 'B-OCC', 'I-OCC', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RONAME']"
these are avaible types of rooms at hotel ciputra semarang managed by swiss-,"['O', 'B-OCC', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD']"
"belhotel international : deluxe queen, deluxe twin, deluxe queen simpang lima,","['B-STAR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"deluxe twin simpang lima, grand deluxe queen, grand deluxe twin, executive,","['B-RONAME', 'I-RONAME', 'I-RONAME', 'ENDPAD', 'I-RONAME', 'I-RONAME', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"junior suite, president suite","['B-RONAME', 'ENDPAD', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### payment partners,"['B-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### about traveloka,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* how to book,"['B-STAR', 'I-CURR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* contact us,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* help center,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* careers,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* installment,"['B-STAR', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* about us,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### follow us on,"['B-STAR', 'ENDPAD', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### products,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
* flights,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
